ID,ORIGINURI,PREFERREDLABEL_EN,PREFERREDLABEL_SW_gemini_2_5_flash,PREFERREDLABEL_SW_gemini_3_flash_preview,DESCRIPTION_EN,DESCRIPTION_SW_gemini_2_5_flash,DESCRIPTION_SW_gemini_3_flash_preview,ALTLABELS_SW_gemini_3_flash_preview,ALTLABELS_SW_gemini_2_5_flash
687671c1ebd2bf665349defb,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,specialised doctor,daktari bingwa,daktari bingwa,"Specialised doctors prevent, diagnose and treat diseases depending on their medical or surgical specialty.","Madaktari bingwa huzuia, hupima na kutibu magonjwa kulingana na utaalamu wao wa matibabu au upasuaji.","Madaktari bingwa huzuia, hugundua na kutibu magonjwa kulingana na utaalamu wao wa matibabu au upasuaji.","Daktari wa Moyo
Mpasuaji wa Moyo na Kifua
Afisa Tabibu Bingwa, Nefrolojia
Afisa Tabibu Bingwa wa Watoto na Afya ya Mtoto
Afisa Tabibu Bingwa, Anesthesia
Afisa Tabibu Bingwa, Kadiolojia
Afisa Tabibu Bingwa, Tiba ya Kifua
Afisa Tabibu Bingwa, Magonjwa ya Ngozi na Zinaa
Afisa Tabibu Bingwa, Upasuaji wa Masikio, Pua, Kichwa na Shingo
Afisa Tabibu Bingwa, Onkolojia na Huduma ya Palliative
Afisa Tabibu Bingwa, Ofthalmolojia
Afisa Tabibu Bingwa, Ortopediki na Jeraha
Daktari wa Ngozi
Bingwa wa ENT
Daktari wa Tezi
Daktari wa Mfumo wa Chakula
Daktari wa Wanawake
Mtaalamu wa magonjwa ya kuambukiza
Daktari wa Figo
Daktari wa Uzazi
Daktari wa Afya ya Kazini
Daktari wa Saratani
Daktari wa Macho
Mpasuaji wa Mifupa
Daktari wa Akili
Daktari wa Afya ya Jamii
Daktari wa Mapafu
Daktari wa Viungo
Daktari Bingwa (Tiba ya Ndani)
Mpasuaji
Daktari wa Mfumo wa Mkojo
daktari bingwa
daktari aliyebobea","Bingwa wa Moyo
Mpasuaji wa Moyo na Kifua
Ofisa wa Kliniki Bingwa, Nefrolojia
Ofisa wa Kliniki Bingwa wa Paediatrics na Afya ya Mtoto
Ofisa wa Kliniki Bingwa, Anesthesia
Ofisa wa Kliniki Bingwa, Kadiolojia
Ofisa wa Kliniki Bingwa, Tiba ya Kifua
Ofisa wa Kliniki Bingwa, Dermato-venereology
Ofisa wa Kliniki Bingwa, Upasuaji wa Masikio, Pua, Kichwa na Shingo
Ofisa wa Kliniki Bingwa, Onkolojia na Huduma ya Palliative
Ofisa wa Kliniki Bingwa, Ofthalmolojia
Ofisa wa Kliniki Bingwa, Orthopaedics na Trauma
Bingwa wa Ngozi
Bingwa wa ENT
Bingwa wa Endokrini
Bingwa wa Gastroenterolojia
Bingwa wa Magonjwa ya Wanawake
Bingwa wa magonjwa ya kuambukiza
Bingwa wa Figo
Bingwa wa Uzazi
Tabibu wa Kazini
Bingwa wa Saratani
Bingwa wa Macho
Mpasuaji wa Mifupa
Daktari wa Akili
Tabibu wa Afya ya Jamii
Bingwa wa Mapafu
Bingwa wa Rumatizimu
Tabibu Bingwa (Tiba ya Ndani)
Mpasuaji
Bingwa wa Mfumo wa Mkojo
daktari bingwa
daktari aliyebobea"
687671c1ebd2bf665349e78b,http://data.europa.eu/esco/occupation/ac401ec0-7ce0-423f-b8b5-167da9e046a7,fibre machine tender,msimamizi wa mashine ya nyuzi,mhudumu wa mashine ya nyuzi,Fibre machine tenders operate and maintain extrusion machines that form sliver from filaments. They work with synthetic materials such as fiberglass or liquid polymer or non-synthetic materials such as rayon.,Wasimamizi wa mashine ya nyuzi huendesha na kudumisha mashine za kutoa ambazo hutengeneza kamba kutoka kwa nyuzi ndogo. Wanafanya kazi na vifaa vya sanisi kama vile kioo cha nyuzi au polima ya majimaji au vifaa visivyo vya sanisi kama vile rayoni.,Wahudumu wa mashine ya nyuzi huendesha na kudumisha mashine za kutoa ambazo hutengeneza kamba kutoka kwa nyuzi. Wanafanya kazi na vifaa vya sanisi kama vile kioo cha nyuzi au polima ya majimaji au vifaa visivyo vya sanisi kama vile rayoni.,"Mfunguaji, nyuzi: nguo
mrekebishaji wa mashine ya kutoa na kutengeneza
mrekebishaji wa mashine ya kutoa
oipareta wa mashine ya kutoa nyuzi
mfanyakazi wa mashine ya nyuzi
mhudumu wa mashine ya nyuzi
mfanyakazi wa mashine ya nyuzi
oipareta wa mashine ya nyuzi
mhudumu wa mashine ya nyuzi
mrekebishaji wa mashine ya kutengeneza
oipareta wa mashine ya nyuzi za kioo
mhudumu wa mashine ya nyuzi fupi
mhudumu wa mashine ya nyuzi fupi","Mfunguaji, nyuzi: nguo
mpangaji wa mashine ya kutoa na kutengeneza
mpangaji wa mashine ya kutoa
opereta wa mashine ya kutoa nyuzi
mtendaji wa mashine ya nyuzi
msimamizi wa mashine ya nyuzi
opereta wa mashine ya nyuzi
mpangaji wa mashine ya kutengeneza
opereta wa mashine ya nyuzi za kioo
msimamizi wa mashine ya nyuzi fupi"
687671c1ebd2bf665349e35e,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,sports instructor,mkufunzi wa michezo,mkufunzi wa michezo,"Sports instructors introduce people to a sport and teach them the skills required for the performance of sport. They have a strong grip on one or more sports, which are often adventure sports, and know how to motivate others and share with them the enjoyment of the activity.","Wakufunzi wa michezo huwatambulisha watu kwenye mchezo na kuwafundisha ujuzi unaohitajika kwa ajili ya utendaji wa mchezo. Wana ujuzi thabiti wa mchezo mmoja au zaidi, ambayo mara nyingi ni michezo ya matukio, na wanajua jinsi ya kuwahamasisha wengine na kushiriki nao furaha ya shughuli hiyo.","Wakufunzi wa michezo huwatambulisha watu kwenye mchezo na kuwafundisha ujuzi unaohitajika kwa ajili ya utendaji wa mchezo. Wana uelewa mzuri wa mchezo mmoja au zaidi, ambayo mara nyingi ni michezo ya matukio, na wanajua jinsi ya kuwahamasisha wengine na kushiriki nao furaha ya shughuli hiyo.","mkufunzi wa tenisi
mkufunzi wa michezo
mkufunzi wa polo
mwalimu wa kuteleza kwenye theluji
mkufunzi wa kuogelea
mwalimu wa kuogelea
mkufunzi wa ubao wa theluji
mkufunzi wa kuteleza kwenye maji
mkufunzi wa kuteleza kwa kiti cha upepo
mkufunzi wa kuteleza kwa upepo
mwalimu wa mazoezi ya viungo
mkufunzi wa kuteleza kwenye theluji
mkufunzi wa michezo ya majini
mwalimu wa tenisi
mkufunzi wa kuteleza kwenye mawimbi
mkufunzi wa wakeboard
mkufunzi wa kuogelea
mkufunzi wa mazoezi
mkufunzi wa hoki
mkufunzi wa kayak","mkufunzi wa tenisi
mkufunzi wa michezo
mkufunzi wa polo
mwalimu wa kuteleza kwenye theluji
mkufunzi wa kuogelea
mwalimu wa kuogelea
mkufunzi wa ubao wa theluji
mkufunzi wa kuteleza kwenye maji
mkufunzi wa kuteleza kwa kiti
mkufunzi wa kuteleza kwa upepo
mwalimu wa mazoezi ya viungo
mkufunzi wa kuteleza kwenye theluji
mkufunzi wa michezo ya majini
mwalimu wa tenisi
mkufunzi wa kuteleza kwenye mawimbi
mkufunzi wa kuteleza kwenye maji kwa ubao
mkufunzi wa mazoezi ya viungo
mkufunzi wa hoki
mkufunzi wa kayak"
687671c1ebd2bf665349e1d0,http://data.europa.eu/esco/occupation/5baffa9d-1607-4665-be94-662bad26b9ff,distillery supervisor,msimamizi wa kiwanda cha kutengeneza pombe kali,msimamizi wa kiwanda cha kutengeneza pombe kali,Distillery supervisors coordinate the production processes comprised in the production of spirits and manage the workers engaged in the process. They verify distilled liquors being produced at specified amounts and proofs.,Wasimamizi wa kiwanda cha kutengeneza pombe kali huratibu michakato ya uzalishaji inayojumuisha uzalishaji wa vinywaji vikali na kusimamia wafanyakazi wanaohusika katika mchakato huo. Wanahakiki vinywaji vikali vilivyochujwa vinavyozalishwa kwa kiasi na viwango maalum vya kileo.,Wasimamizi wa kiwanda cha kutengeneza pombe kali huratibu michakato ya uzalishaji inayojumuisha uzalishaji wa vinywaji vikali na kusimamia wafanyakazi wanaohusika katika mchakato huo. Wanahakiki vinywaji vikali vilivyokenekwa vinavyozalishwa kwa kiasi na viwango maalum vya kileo.,"msimamizi wa kiwanda cha kutengeneza pombe kali
msimamizi wa ukenekaji
meneja wa kiwanda cha kutengeneza pombe kali","msimamizi wa kiwanda cha kutengeneza pombe kali
msimamizi wa utengenezaji wa pombe kali
meneja wa kiwanda cha kutengeneza pombe kali"
687671c1ebd2bf665349e0fe,http://data.europa.eu/esco/occupation/da4589ce-7534-4cc1-9ce4-cabf9364b87c,localiser,mtaalamu wa ujanibishaji,mjanibishaji,"Localisers translate and adapt texts to the language and culture of a specific target audience. They convert standard translation into locally understandable texts with flairs of the culture, sayings, and other nuances that make the translation richer and more meaningful for a cultural target group than it was before.","Wataalamu wa ujanibishaji hutafsiri na kurekebisha maandishi kulingana na lugha na utamaduni wa walengwa mahususi. Wanabadilisha tafsiri ya kawaida kuwa maandishi yanayoeleweka ndani ya eneo husika yenye vionjo vya utamaduni, misemo, na maana nyingine fiche zinazofanya tafsiri kuwa tajiri zaidi na yenye maana zaidi kwa kikundi cha kitamaduni kilichokusudiwa kuliko ilivyokuwa hapo awali.","Wajanibishaji hutafsiri na kutohoa maandishi kulingana na lugha na utamaduni wa walengwa mahususi. Wanabadilisha tafsiri ya kawaida kuwa maandishi yanayoeleweka ndani ya eneo husika kwa vionjo vya kitamaduni, misemo, na maana fiche nyingine zinazofanya tafsiri kuwa tajiri na yenye maana zaidi kwa kikundi cha kitamaduni kilichokusudiwa kuliko ilivyokuwa hapo awali.","mjaribu wa michezo ya ujanibishaji
mjaribu wa uhakiki wa ubora wa ujanibishaji
meneja wa mradi wa ujanibishaji
mjaribu wa uhakiki wa ubora wa ujanibishaji
mtafsiri wa ujanibishaji
mjaribu wa ujanibishaji
mjanibishaji
mjanibishaji","mjaribu wa michezo ya ujanibishaji
mjaribu wa QA wa ujanibishaji
meneja wa mradi wa ujanibishaji
mjaribu wa uhakiki wa ubora wa ujanibishaji
mtafsiri wa ujanibishaji
mjaribu wa ujanibishaji
mjanibishaji
mtaalamu wa ujanibishaji"
687671c1ebd2bf665349df08,http://data.europa.eu/esco/occupation/0b2d3242-22a3-4de5-bd29-efd39cdf2c31,animal therapist,mtaalamu wa tiba ya wanyama,mtaalamu wa tiba ya wanyama,Animal therapists provide a therapeutic treatment following veterinary diagnosis or referral.,Wataalamu wa tiba ya wanyama hutoa matibabu ya kibaolojia kufuatia utambuzi wa daktari wa mifugo au rufaa.,Wataalamu wa tiba ya wanyama hutoa matibabu ya kitherapia kufuatia utambuzi wa daktari wa wanyama au rufaa.,"mtaalamu wa tiba ya urekebishaji wa wanyama
mtaalamu wa tiba ya wanyama
mtaalamu wa tiba ya urekebishaji wa wanyama
wataalamu wa tiba ya wanyama
mtaalamu wa tiba ya kupona kwa wanyama","mtaalamu wa tiba ya ukarabati wa wanyama
mtaalamu wa tiba ya wanyama
mtaalamu wa ukarabati wa wanyama
wataalamu wa tiba ya wanyama
mtaalamu wa tiba ya kupona kwa wanyama"
687671c1ebd2bf665349dffd,http://data.europa.eu/esco/occupation/61053604-8091-4a8e-9c63-5151051722e3,healthcare consultant,mshauri wa huduma za afya,mshauri wa huduma za afya,"Healthcare consultants advise health care organisations on the development of plans to improve patient care and safety. They analyse health care policies and identify issues, and aid in the development of improvement strategies.","Washauri wa huduma za afya hushauri mashirika ya huduma za afya kuhusu uandaaji wa mipango ya kuboresha huduma na usalama wa wagonjwa. Wanachambua sera za huduma za afya na kutambua masuala, na kusaidia katika uandaaji wa mikakati ya uboreshaji.","Washauri wa huduma za afya huzishauri taasisi za huduma za afya kuhusu uundaji wa mipango ya kuboresha huduma na usalama wa wagonjwa. Wanachambua sera za huduma za afya na kutambua changamoto, na kusaidia katika uundaji wa mikakati ya uboreshaji.","mshauri wa usimamizi wa huduma za afya
mshauri wa huduma za afya
mshauri wa usimamizi wa huduma za afya
mshauri wa usimamizi
mshauri wa huduma za afya za kustaafu
mshauri wa huduma za afya","mshauri wa usimamizi wa huduma za afya
mshauri wa afya
mshauri wa usimamizi
mshauri wa huduma za afya ya kustaafu
mshauri wa huduma za afya"
687671c1ebd2bf665349e1df,http://data.europa.eu/esco/occupation/18fbb1f8-eceb-4bf4-8fc7-932b8f6130cd,paperhanger supervisor,msimamizi wa ubandikaji wa karatasi za ukutani,msimamizi wa ubandikaji karatasi za kuta,Paperhanger supervisors monitor the hanging of wallpaper. They assign tasks and take quick decisions to resolve problems.,Wasimamizi wa ubandikaji wa karatasi za ukutani hufuatilia ubandikaji wa karatasi za ukutani. Wanagawa kazi na kufanya maamuzi ya haraka ili kutatua matatizo.,Wasimamizi wa ubandikaji karatasi za kuta hufuatilia ubandikaji wa karatasi za kuta. Wanapanga majukumu na kufanya maamuzi ya haraka ili kutatua matatizo.,"msimamizi wa ubandikaji karatasi za kuta
msimamizi wa ubandikaji karatasi
msimamizi wa upambaji wa karatasi za kuta
msimamizi wa upambaji
msimamizi wa upambaji na ubandikaji karatasi za kuta
msimamizi wa upambaji na ubandikaji karatasi
msimamizi wa ubandikaji karatasi za kuta
msimamizi wa ubandikaji karatasi za kuta","msimamizi wa mbandikaji wa karatasi za ukutani
msimamizi wa mbandikaji wa karatasi
msimamizi wa mpambaji wa karatasi za ukutani
msimamizi wa mpambaji
msimamizi wa mpambaji, mbandikaji wa karatasi
msimamizi wa mpambaji mbandikaji wa karatasi
msimamizi wa ubandikaji wa karatasi za ukutani"
687671c0ebd2bf665349de1f,http://data.europa.eu/esco/occupation/10291962-c0c7-4e5b-a7ed-0762b4d9b010,pharmacologist,mwanafamajia,mtaalamu wa famakolojia,"Pharmacologists study the manner in which drugs and medicaments interact with organisms, living systems, and their parts (i.e. cells, tissues, or organs). Their research aims at identifying substances that can be ingested by humans and that exert adequate biochemical functions for curing illnesses.","Wanafamajia huchunguza namna ambavyo dawa na matibabu huingiliana na viumbe, mifumo hai, na sehemu zake (yaani seli, tishu, au viungo). Utafiti wao unalenga kutambua dutu zinazoweza kumezwa na binadamu na ambazo hufanya kazi za kibiokemia zinazofaa kwa ajili ya kutibu magonjwa.","Wataalamu wa famakolojia huchunguza jinsi dawa na bidhaa za tiba zinavyoingiliana na viumbe, mifumo hai, na sehemu zake (yaani seli, tishu, au viungo). Utafiti wao unalenga kutambua vitu vinavyoweza kumezwa na binadamu na ambavyo hufanya kazi za kibiokemia zinazofaa kwa ajili ya kutibu magonjwa.","mtaalamu wa famakoepidemiolojia
mtaalamu wa famakolojia
wataalamu wa famakolojia
mchambuzi wa famakolojia
mchambuzi wa utafiti wa famakolojia
mwanasayansi wa utafiti wa famakolojia
mtafiti wa famakolojia
msomi wa famakolojia
mtafiti wa sayansi ya famakolojia
mwanasayansi wa famakolojia
mchambuzi wa masomo ya famakolojia
mchambuzi wa utafiti wa masomo ya famakolojia
mwanasayansi wa utafiti wa masomo ya famakolojia
mtafiti wa masomo ya famakolojia
msomi wa masomo ya famakolojia
mwanasayansi wa masomo ya famakolojia","Mwanafamakoepidemiojia
mwanafamajia
wanafamajia
mchambuzi wa famajia
mchambuzi mtafiti wa famajia
mwanasayansi mtafiti wa famajia
mtafiti wa famajia
msomi wa famajia
mtafiti wa sayansi ya famajia
mwanasayansi wa famajia
mchambuzi wa masomo ya famajia
mchambuzi mtafiti wa masomo ya famajia
mwanasayansi mtafiti wa masomo ya famajia
mtafiti wa masomo ya famajia
msomi wa masomo ya famajia
mwanasayansi wa masomo ya famajia"
687671c0ebd2bf665349ddf8,http://data.europa.eu/esco/occupation/92efb42f-6b0a-44d8-94ea-0141555e6c3b,environmental geologist,mwanajiolojia wa mazingira,,Environmental geologists study how mineral operations may impact the composition and physical characteristics of the earth and its resources. They provide advice on issues such as land reclamation and environmental pollution.,Wanajiolojia wa mazingira huchunguza jinsi shughuli za madini zinavyoweza kuathiri muundo na sifa za kifizikia za dunia na maliasili zake. Wanatoa ushauri kuhusu masuala kama vile urejeshaji wa ardhi na uchafuzi wa mazingira.,,,"mshauri wa mazingira
mhandisi wa kijiolojia
msomi wa masomo ya jiolojia ya mazingira
mwanasayansi mtafiti wa masomo ya jiolojia ya mazingira
mchambuzi wa madini
mwanajiolojia wa mazingira
mchambuzi mtafiti wa masomo ya jiolojia ya mazingira
msomi wa jiolojia ya mazingira
mwanasayansi wa jiolojia ya mazingira
mtafiti wa masomo ya jiolojia ya mazingira
mshauri wa kijiolojia wa jiolojia ya mazingira
mtaalamu wa mazingira
mwanasayansi mtafiti wa jiolojia ya mazingira
mchambuzi wa jiolojia ya mazingira
mtafiti wa jiolojia ya mazingira
mtafiti wa sayansi ya jiolojia ya mazingira
mchambuzi mtafiti wa jiolojia ya mazingira
mchambuzi wa masomo ya jiolojia ya mazingira
mtaalamu wa madini ya mazingira
mwanasayansi wa masomo ya jiolojia ya mazingira"
687671c1ebd2bf665349e2af,http://data.europa.eu/esco/occupation/f3da16bd-157d-4a48-8a49-33809a8b5d96,wholesale merchant in flowers and plants,mfanyabiashara wa jumla wa maua na mimea,,Wholesale merchants in flowers and plants investigate potential wholesale buyers and suppliers and match their needs. They conclude trades involving large quantities of goods.,Wafanyabiashara wa jumla wa maua na mimea huchunguza wanunuzi na wasambazaji wa jumla watarajiwa na kulinganisha mahitaji yao. Wanahitimisha biashara zinazohusisha kiasi kikubwa cha bidhaa.,,,"mfanyabiashara wa jumla wa maua na mimea
mchuuzi wa jumla wa maua na mimea
mshauri wa mauzo ya biashara kwa biashara katika maua na mimea
muuzaji wa biashara kwa biashara katika maua na mimea
mshauri wa mauzo wa B2B katika maua na mimea
mfanyabiashara wa jumla katika maua na mimea
mchuuzi wa jumla katika maua na mimea
mfanyabiashara wa jumla aliyefuzu katika maua na mimea
naibu mfanyabiashara wa jumla katika maua na mimea
mfanyabiashara wa jumla mwanagenzi katika maua na mimea
mnunuzi wa jumla katika maua na mimea
mfanyabiashara mkuu wa jumla wa maua na mimea"
687671c1ebd2bf665349de27,http://data.europa.eu/esco/occupation/fa32eb3f-5c9f-4668-8f85-5eefb3badab8,forestry adviser,mshauri wa misitu,,Forestry advisers provide services and advice on economic and environmental issues related to timber and forestry management in compliance with laws and regulations.,Washauri wa misitu hutoa huduma na ushauri kuhusu masuala ya kiuchumi na kimazingira yanayohusiana na mbao na usimamizi wa misitu kwa kuzingatia sheria na kanuni.,,,"meneja wa misitu
mshauri wa misitu
mshauri wa maeneo ya misitu
mtaalamu wa silvikulcha
washauri wa misitu"
687671c1ebd2bf665349e259,http://data.europa.eu/esco/occupation/1084e2d6-b153-4090-8065-c9231f71d4f0,optical technician,fundi wa vifaa vya macho,,"Optical technicians assemble, repair and design various parts of eyewear such as lenses, frames, patterns and eyewear. They cut, inspect, mount and polish all parts using various machinery and hand tools. Optical technicians shape, grind and coat lenses for prescription eyewear. They fit completed lenses into eyeglass frames. Optical technicians ensure that lenses conform to the dispensing optician’s, specialised doctor in ophtalmology's or optometrist's prescriptions. They may also work with other associated optical instrumentation and its maintenance.","Mafundi wa vifaa vya macho huunganisha, kukarabati na kubuni sehemu mbalimbali za miwani kama vile lenzi, fremu, na mifumo ya miwani. Wanakata, kukagua, kuweka na kusugua sehemu zote kwa kutumia mitambo mbalimbali na zana za mkono. Mafundi wa vifaa vya macho hutengeneza, kusaga na kuweka tabaka kwenye lenzi za miwani ya matibabu. Wanaweka lenzi zilizokamilika kwenye fremu za miwani. Mafundi wa vifaa vya macho huhakikisha kuwa lenzi zinaendana na maelezo ya mtaalamu wa kutoa miwani, daktari bingwa wa magonjwa ya macho au mtaalamu wa uoni. Wanaweza pia kufanya kazi na vifaa vingine vinavyohusiana na macho na matengenezo yake.",,,"Mkamilishaji wa lenzi za macho
Mkataji wa kioo cha macho
Mpasuaji wa kioo cha macho
mtengenezaji wa macho ya bandia
mtengenezaji wa macho ya kioo ya bandia
mtengenezaji wa macho ya plastiki ya bandia
fundi wa vifaa vya macho aliyeidhinishwa
mtengenezaji wa lenzi za mguso
mkataji wa kioo cha jicho
muunganishaji wa miwani
mbunifu wa miwani
mkaguzi wa miwani
mtengenezaji wa miwani
mkaguzi wa ubora wa miwani
fundi wa miwani
mkaguzi wa lenzi
mtengenezaji wa lenzi
mwekaji wa lenzi
msuguaji wa lenzi
fundi wa lenzi
mkaguzi wa macho
fundi wa maabara ya macho
mtaalamu wa teknolojia ya maabara ya macho
fundi wa macho
mtaalamu wa teknolojia ya macho
fundi wa oftalmolojia
waendeshaji wa mashine ya kutoboa vifaa vya macho
mwekaji wa tabaka kwenye vifaa vya macho
fundi wa vifaa vya macho
mkaguzi wa maabara ya vifaa vya macho
makanika wa maabara ya vifaa vya macho
fundi wa uzalishaji wa maabara ya vifaa vya macho
makanika wa vifaa vya macho
mtaalamu wa kiufundi wa vifaa vya macho
mfanyakazi wa vifaa vya macho
fundi wa optometria
fundi mtaalamu wa uzalishaji wa vifaa vya macho
fundi katika maabara ya macho
fundi katika uzalishaji wa vifaa vya macho
fundi katika maabara ya uzalishaji wa vifaa vya macho
mtaalamu wa teknolojia katika maabara ya macho"
687671c1ebd2bf665349e20c,http://data.europa.eu/esco/occupation/f1c8c186-bef9-4d72-9257-90fc4f992ab7,gas station operator,mwendeshaji wa kituo cha gesi,,"Gas station operators process gases for compression, transmission or recovery by using gas, steam or electric engine compressors. They perform chemical tests on gases and are responsible for pumps and pipelines operations.","Waendeshaji wa kituo cha gesi husindika gesi kwa ajili ya mshinikizo, usafirishaji au urejeshaji kwa kutumia mashine za kushinikiza za gesi, mvuke au injini ya umeme. Wanafanya vipimo vya kemikali kwenye gesi na wanawajibika kwa uendeshaji wa pampu na mabomba.",,,"mwendeshaji wa mashine ya kushinikiza butadieni
mfanyakazi wa mashine ya kushinikiza gesi
mwendeshaji wa mashine ya kushinikiza gesi na kituo cha kusukuma gesi
mfanyakazi wa mashine ya kushinikiza gesi na kituo cha kusukuma gesi
mfanyakazi wa kituo cha kusukuma gesi
mwendeshaji wa mashine ya kushinikiza buteni
mwendeshaji wa mashine ya kushinikiza etilini
mwendeshaji wa kituo cha mashine ya kushinikiza gesi
mwendeshaji wa mashine ya kushinikiza gesi
mwendeshaji wa kituo cha gesi
mwendeshaji wa kituo cha kusukuma gesi"
