ID,ORIGINURI,PREFERREDLABEL_EN,PREFERREDLABEL_SW_gemini_2_5_flash,PREFERREDLABEL_SW_gemini_2_5_pro,PREFERREDLABEL_SW_gemini_3_pro,DESCRIPTION_EN,DESCRIPTION_SW_gemini_2_5_flash,DESCRIPTION_SW_gemini_2_5_pro,DESCRIPTION_SW_gemini_3_pro,ALTLABELS_SW_gemini_2_5_pro,ALTLABELS_SW_gemini_3_pro,ALTLABELS_SW_gemini_2_5_flash
687671c1ebd2bf665349defb,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,specialised doctor,daktari bingwa,Daktari Bingwa,,"Specialised doctors prevent, diagnose and treat diseases depending on their medical or surgical specialty.","Madaktari bingwa huzuia, hupima na kutibu magonjwa kulingana na utaalamu wao wa matibabu au upasuaji.","Madaktari bingwa huzuia, hugundua na kutibu magonjwa kulingana na utaalamu wao wa kitabibu au upasuaji.",,"Daktari Bingwa wa Magonjwa ya Moyo
Daktari Mpansuaji wa Moyo na Kifua
Afisa Tabibu Mtaalamu, Magonjwa ya Figo
Afisa Tabibu Mtaalamu wa Afya ya Watoto
Afisa Tabibu Mtaalamu, Nusu Kaputi
Afisa Tabibu Mtaalamu, Magonjwa ya Moyo
Afisa Tabibu Mtaalamu, Magonjwa ya Kifua
Afisa Tabibu Mtaalamu, Magonjwa ya Ngozi na Zinaa
Afisa Tabibu Mtaalamu, Upasuaji wa Masikio, Pua, Kichwa na Shingo
Afisa Tabibu Mtaalamu, Saratani na Huduma za Faraja
Afisa Tabibu Mtaalamu, Magonjwa ya Macho
Afisa Tabibu Mtaalamu, Mifupa na Majeraha
Daktari Bingwa wa Magonjwa ya Ngozi
Daktari Bingwa wa Masikio, Pua na Koo
Daktari Bingwa wa Mfumo wa Homoni
Daktari Bingwa wa Mfumo wa Mmeng'enyo wa Chakula
Daktari Bingwa wa Magonjwa ya Wanawake
Daktari Bingwa wa Magonjwa ya Kuambukiza
Daktari Bingwa wa Magonjwa ya Figo
Daktari Bingwa wa Uzazi
Daktari wa Afya Kazini
Daktari Bingwa wa Saratani
Daktari Bingwa wa Magonjwa ya Macho
Daktari Mpansuaji wa Mifupa
Daktari Bingwa wa Magonjwa ya Akili
Daktari wa Afya ya Umma
Daktari Bingwa wa Magonjwa ya Mapafu
Daktari Bingwa wa Magonjwa ya Viungo
Daktari Bingwa (Tiba ya Ndani)
Daktari Mpansuaji
Daktari Bingwa wa Mfumo wa Mkojo
Daktari Bingwa
Daktari Bingwa",,"Bingwa wa Moyo
Mpasuaji wa Moyo na Kifua
Ofisa wa Kliniki Bingwa, Nefrolojia
Ofisa wa Kliniki Bingwa wa Paediatrics na Afya ya Mtoto
Ofisa wa Kliniki Bingwa, Anesthesia
Ofisa wa Kliniki Bingwa, Kadiolojia
Ofisa wa Kliniki Bingwa, Tiba ya Kifua
Ofisa wa Kliniki Bingwa, Dermato-venereology
Ofisa wa Kliniki Bingwa, Upasuaji wa Masikio, Pua, Kichwa na Shingo
Ofisa wa Kliniki Bingwa, Onkolojia na Huduma ya Palliative
Ofisa wa Kliniki Bingwa, Ofthalmolojia
Ofisa wa Kliniki Bingwa, Orthopaedics na Trauma
Bingwa wa Ngozi
Bingwa wa ENT
Bingwa wa Endokrini
Bingwa wa Gastroenterolojia
Bingwa wa Magonjwa ya Wanawake
Bingwa wa magonjwa ya kuambukiza
Bingwa wa Figo
Bingwa wa Uzazi
Tabibu wa Kazini
Bingwa wa Saratani
Bingwa wa Macho
Mpasuaji wa Mifupa
Daktari wa Akili
Tabibu wa Afya ya Jamii
Bingwa wa Mapafu
Bingwa wa Rumatizimu
Tabibu Bingwa (Tiba ya Ndani)
Mpasuaji
Bingwa wa Mfumo wa Mkojo
daktari bingwa
daktari aliyebobea"
687671c1ebd2bf665349e78b,http://data.europa.eu/esco/occupation/ac401ec0-7ce0-423f-b8b5-167da9e046a7,fibre machine tender,msimamizi wa mashine ya nyuzi,Mhudumu wa Mashine ya Nyuzi,,Fibre machine tenders operate and maintain extrusion machines that form sliver from filaments. They work with synthetic materials such as fiberglass or liquid polymer or non-synthetic materials such as rayon.,Wasimamizi wa mashine ya nyuzi huendesha na kudumisha mashine za kutoa ambazo hutengeneza kamba kutoka kwa nyuzi ndogo. Wanafanya kazi na vifaa vya sanisi kama vile kioo cha nyuzi au polima ya majimaji au vifaa visivyo vya sanisi kama vile rayoni.,Wahudumu wa mashine za nyuzi huendesha na kudumisha mashine za kutoa ambazo huunda uzi mrefu kutoka kwenye nyuzi ndogo. Wanafanya kazi na vifaa vya kutengenezwa kama vile nyuzi za kioo au polima ya kimiminika au vifaa visivyo vya kutengenezwa kama vile reoni.,,"Mfunguaji, nyuzi: nguo
Mrekebishaji wa mashine ya kutoa na kuunda
Mrekebishaji wa mashine ya kutoa
Mwendeshaji wa mashine ya kutoa nyuzi
Mfanyakazi wa mashine ya nyuzi
Mhudumu wa mashine ya nyuzi
Mfanyakazi wa mashine ya nyuzi
Mwendeshaji wa mashine ya nyuzi
Mhudumu wa Mashine ya Nyuzi
Mrekebishaji wa mashine ya kuunda
Mwendeshaji wa mashine ya nyuzi za kioo
Mhudumu wa mashine ya nyuzi fupi
Mhudumu wa mashine ya nyuzi fupi",,"Mfunguaji, nyuzi: nguo
mpangaji wa mashine ya kutoa na kutengeneza
mpangaji wa mashine ya kutoa
opereta wa mashine ya kutoa nyuzi
mtendaji wa mashine ya nyuzi
msimamizi wa mashine ya nyuzi
opereta wa mashine ya nyuzi
mpangaji wa mashine ya kutengeneza
opereta wa mashine ya nyuzi za kioo
msimamizi wa mashine ya nyuzi fupi"
687671c1ebd2bf665349e35e,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,sports instructor,mkufunzi wa michezo,Mkufunzi wa Michezo,,"Sports instructors introduce people to a sport and teach them the skills required for the performance of sport. They have a strong grip on one or more sports, which are often adventure sports, and know how to motivate others and share with them the enjoyment of the activity.","Wakufunzi wa michezo huwatambulisha watu kwenye mchezo na kuwafundisha ujuzi unaohitajika kwa ajili ya utendaji wa mchezo. Wana ujuzi thabiti wa mchezo mmoja au zaidi, ambayo mara nyingi ni michezo ya matukio, na wanajua jinsi ya kuwahamasisha wengine na kushiriki nao furaha ya shughuli hiyo.","Wakufunzi wa michezo huwatambulisha watu kwenye mchezo na kuwafundisha stadi zinazohitajika kwa utendaji wa mchezo huo. Wana umilisi mkubwa wa mchezo mmoja au zaidi, ambayo mara nyingi huwa ni michezo ya kusisimua, na wanajua jinsi ya kuhamasisha wengine na kushiriki nao furaha ya shughuli hiyo.",,"Mkufunzi wa tenisi
Mkufunzi wa Michezo
Mkufunzi wa polo
Mwalimu wa skii
Mkufunzi wa kuogelea
Mwalimu wa kuogelea
Mkufunzi wa ubao wa theluji
Mkufunzi wa skii ya majini
Mkufunzi wa kuteleza kwa kishada
Mkufunzi wa kuteleza kwa upepo
Mwalimu wa gimnastiki
Mkufunzi wa skii
Mkufunzi wa michezo ya majini
Mwalimu wa tenisi
Mkufunzi wa kuteleza mawimbini
Mkufunzi wa ubao wa majini
Mkufunzi wa kuogelea
Mkufunzi wa mazoezi ya viungo
Mkufunzi wa hoki
Mkufunzi wa kayaki",,"mkufunzi wa tenisi
mkufunzi wa michezo
mkufunzi wa polo
mwalimu wa kuteleza kwenye theluji
mkufunzi wa kuogelea
mwalimu wa kuogelea
mkufunzi wa ubao wa theluji
mkufunzi wa kuteleza kwenye maji
mkufunzi wa kuteleza kwa kiti
mkufunzi wa kuteleza kwa upepo
mwalimu wa mazoezi ya viungo
mkufunzi wa kuteleza kwenye theluji
mkufunzi wa michezo ya majini
mwalimu wa tenisi
mkufunzi wa kuteleza kwenye mawimbi
mkufunzi wa kuteleza kwenye maji kwa ubao
mkufunzi wa mazoezi ya viungo
mkufunzi wa hoki
mkufunzi wa kayak"
687671c1ebd2bf665349e1d0,http://data.europa.eu/esco/occupation/5baffa9d-1607-4665-be94-662bad26b9ff,distillery supervisor,msimamizi wa kiwanda cha kutengeneza pombe kali,Msimamizi wa Kiwanda cha Vinywaji Vikali,,Distillery supervisors coordinate the production processes comprised in the production of spirits and manage the workers engaged in the process. They verify distilled liquors being produced at specified amounts and proofs.,Wasimamizi wa kiwanda cha kutengeneza pombe kali huratibu michakato ya uzalishaji inayojumuisha uzalishaji wa vinywaji vikali na kusimamia wafanyakazi wanaohusika katika mchakato huo. Wanahakiki vinywaji vikali vilivyochujwa vinavyozalishwa kwa kiasi na viwango maalum vya kileo.,Wasimamizi wa viwanda vya vinywaji vikali huratibu michakato ya uzalishaji inayohusika katika utengenezaji wa vileo na kusimamia wafanyakazi wanaohusika katika mchakato huo. Wao huhakiki vinywaji vikali vilivyokenekwa vinazalishwa kwa viwango na kiasi cha kileo vilivyobainishwa.,,"Msimamizi wa Kiwanda cha Vinywaji Vikali
Msimamizi wa Ukenekaji
Meneja wa Kiwanda cha Vinywaji Vikali",,"msimamizi wa kiwanda cha kutengeneza pombe kali
msimamizi wa utengenezaji wa pombe kali
meneja wa kiwanda cha kutengeneza pombe kali"
687671c1ebd2bf665349e0fe,http://data.europa.eu/esco/occupation/da4589ce-7534-4cc1-9ce4-cabf9364b87c,localiser,mtaalamu wa ujanibishaji,Mjanibishaji,,"Localisers translate and adapt texts to the language and culture of a specific target audience. They convert standard translation into locally understandable texts with flairs of the culture, sayings, and other nuances that make the translation richer and more meaningful for a cultural target group than it was before.","Wataalamu wa ujanibishaji hutafsiri na kurekebisha maandishi kulingana na lugha na utamaduni wa walengwa mahususi. Wanabadilisha tafsiri ya kawaida kuwa maandishi yanayoeleweka ndani ya eneo husika yenye vionjo vya utamaduni, misemo, na maana nyingine fiche zinazofanya tafsiri kuwa tajiri zaidi na yenye maana zaidi kwa kikundi cha kitamaduni kilichokusudiwa kuliko ilivyokuwa hapo awali.","Wajanibishaji hutafsiri na kuhuisha matini kulingana na lugha na utamaduni wa hadhira lengwa mahususi. Wao hubadilisha tafsiri ya kawaida kuwa matini zinazoeleweka kimazingira zikiwa na ladha za utamaduni, misemo, na nuances nyingine zinazofanya tafsiri kuwa tajiri na yenye maana zaidi kwa kundi lengwa la kitamaduni kuliko ilivyokuwa awali.",,"Mjaribu wa michezo ya ujanibishaji
Mjaribu wa uhakiki ubora wa ujanibishaji
Meneja mradi wa ujanibishaji
Mjaribu wa uhakiki ubora wa ujanibishaji
Mtafsiri wa ujanibishaji
Mjaribu wa ujanibishaji
Mjanibishaji
Mjanibishaji",,"mjaribu wa michezo ya ujanibishaji
mjaribu wa QA wa ujanibishaji
meneja wa mradi wa ujanibishaji
mjaribu wa uhakiki wa ubora wa ujanibishaji
mtafsiri wa ujanibishaji
mjaribu wa ujanibishaji
mjanibishaji
mtaalamu wa ujanibishaji"
687671c1ebd2bf665349df08,http://data.europa.eu/esco/occupation/0b2d3242-22a3-4de5-bd29-efd39cdf2c31,animal therapist,mtaalamu wa tiba ya wanyama,Mtaalamu wa tiba ya wanyama,,Animal therapists provide a therapeutic treatment following veterinary diagnosis or referral.,Wataalamu wa tiba ya wanyama hutoa matibabu ya kibaolojia kufuatia utambuzi wa daktari wa mifugo au rufaa.,Wataalamu wa tiba ya wanyama hutoa matibabu ya kitiba kufuatia utambuzi au rufaa ya daktari wa mifugo.,,"Mtaalamu wa tiba ya urekebishaji wa wanyama
Mtaalamu wa tiba ya wanyama
Mtaalamu wa tiba ya urekebishaji wa wanyama
Wataalamu wa tiba ya wanyama
Mtaalamu wa tiba ya uponyaji wa wanyama",,"mtaalamu wa tiba ya ukarabati wa wanyama
mtaalamu wa tiba ya wanyama
mtaalamu wa ukarabati wa wanyama
wataalamu wa tiba ya wanyama
mtaalamu wa tiba ya kupona kwa wanyama"
687671c1ebd2bf665349dffd,http://data.europa.eu/esco/occupation/61053604-8091-4a8e-9c63-5151051722e3,healthcare consultant,mshauri wa huduma za afya,Mshauri wa huduma za afya,,"Healthcare consultants advise health care organisations on the development of plans to improve patient care and safety. They analyse health care policies and identify issues, and aid in the development of improvement strategies.","Washauri wa huduma za afya hushauri mashirika ya huduma za afya kuhusu uandaaji wa mipango ya kuboresha huduma na usalama wa wagonjwa. Wanachambua sera za huduma za afya na kutambua masuala, na kusaidia katika uandaaji wa mikakati ya uboreshaji.","Washauri wa huduma za afya hushauri mashirika ya huduma za afya kuhusu uundaji wa mipango ya kuboresha utunzaji na usalama wa wagonjwa. Wao huchanganua sera za huduma za afya na kubainisha masuala, na kusaidia katika uundaji wa mikakati ya uboreshaji.",,"Mshauri wa usimamizi wa huduma za afya
Mshauri wa afya
Mshauri wa usimamizi wa huduma za afya
Mshauri wa usimamizi
Mshauri wa huduma za afya za wastaafu
Mshauri wa huduma za afya",,"mshauri wa usimamizi wa huduma za afya
mshauri wa afya
mshauri wa usimamizi
mshauri wa huduma za afya ya kustaafu
mshauri wa huduma za afya"
687671c1ebd2bf665349e1df,http://data.europa.eu/esco/occupation/18fbb1f8-eceb-4bf4-8fc7-932b8f6130cd,paperhanger supervisor,msimamizi wa ubandikaji wa karatasi za ukutani,Msimamizi wa wabandikaji karatasi za ukutani,,Paperhanger supervisors monitor the hanging of wallpaper. They assign tasks and take quick decisions to resolve problems.,Wasimamizi wa ubandikaji wa karatasi za ukutani hufuatilia ubandikaji wa karatasi za ukutani. Wanagawa kazi na kufanya maamuzi ya haraka ili kutatua matatizo.,Wasimamizi wa wabandikaji karatasi za ukutani husimamia ubandikaji wa karatasi za ukutani. Wao hugawa majukumu na kufanya maamuzi ya haraka kutatua matatizo.,,"Msimamizi wa wabandikaji karatasi za ukutani
Msimamizi wa wabandikaji karatasi
Msimamizi wa wapambaji wa karatasi za ukutani
Msimamizi wa wapambaji
Msimamizi wa mpambaji, mbandikaji karatasi
Msimamizi wa mpambaji wa kubandika karatasi
Msimamizi wa wabandikaji karatasi za ukutani
Msimamizi wa wabandikaji karatasi za ukutani",,"msimamizi wa mbandikaji wa karatasi za ukutani
msimamizi wa mbandikaji wa karatasi
msimamizi wa mpambaji wa karatasi za ukutani
msimamizi wa mpambaji
msimamizi wa mpambaji, mbandikaji wa karatasi
msimamizi wa mpambaji mbandikaji wa karatasi
msimamizi wa ubandikaji wa karatasi za ukutani"
687671c0ebd2bf665349de1f,http://data.europa.eu/esco/occupation/10291962-c0c7-4e5b-a7ed-0762b4d9b010,pharmacologist,mwanafamajia,Mfarmakolojia,,"Pharmacologists study the manner in which drugs and medicaments interact with organisms, living systems, and their parts (i.e. cells, tissues, or organs). Their research aims at identifying substances that can be ingested by humans and that exert adequate biochemical functions for curing illnesses.","Wanafamajia huchunguza namna ambavyo dawa na matibabu huingiliana na viumbe, mifumo hai, na sehemu zake (yaani seli, tishu, au viungo). Utafiti wao unalenga kutambua dutu zinazoweza kumezwa na binadamu na ambazo hufanya kazi za kibiokemia zinazofaa kwa ajili ya kutibu magonjwa.","Wafarmakolojia huchunguza jinsi dawa na medikamenti zinavyoingiliana na viumbe, mifumo hai, na sehemu zake (yaani, seli, tishu, au ogani). Utafiti wao unalenga kubainisha dutu zinazoweza kumezwa na binadamu na ambazo zinafanya kazi za biokemikali za kutosha kwa ajili ya kuponya magonjwa.",,"Mfarmakoepidemiolojia
Mfarmakolojia
Wafarmakolojia
Mchanganuzi wa farmakolojia
Mchanganuzi wa utafiti wa farmakolojia
Mwanasayansi wa utafiti wa farmakolojia
Mtafiti wa farmakolojia
Mtaalamu wa farmakolojia
Mtafiti wa sayansi ya farmakolojia
Mwanasayansi wa farmakolojia
Mchanganuzi wa masomo ya farmakolojia
Mchanganuzi wa utafiti wa masomo ya farmakolojia
Mwanasayansi wa utafiti wa masomo ya farmakolojia
Mtafiti wa masomo ya farmakolojia
Mtaalamu wa masomo ya farmakolojia
Mwanasayansi wa masomo ya farmakolojia",,"Mwanafamakoepidemiojia
mwanafamajia
wanafamajia
mchambuzi wa famajia
mchambuzi mtafiti wa famajia
mwanasayansi mtafiti wa famajia
mtafiti wa famajia
msomi wa famajia
mtafiti wa sayansi ya famajia
mwanasayansi wa famajia
mchambuzi wa masomo ya famajia
mchambuzi mtafiti wa masomo ya famajia
mwanasayansi mtafiti wa masomo ya famajia
mtafiti wa masomo ya famajia
msomi wa masomo ya famajia
mwanasayansi wa masomo ya famajia"
687671c0ebd2bf665349ddf8,http://data.europa.eu/esco/occupation/92efb42f-6b0a-44d8-94ea-0141555e6c3b,environmental geologist,mwanajiolojia wa mazingira,Mwanajiolojia wa Mazingira,,Environmental geologists study how mineral operations may impact the composition and physical characteristics of the earth and its resources. They provide advice on issues such as land reclamation and environmental pollution.,Wanajiolojia wa mazingira huchunguza jinsi shughuli za madini zinavyoweza kuathiri muundo na sifa za kifizikia za dunia na maliasili zake. Wanatoa ushauri kuhusu masuala kama vile urejeshaji wa ardhi na uchafuzi wa mazingira.,Wanajiolojia wa mazingira huchunguza jinsi shughuli za madini zinavyoweza kuathiri muundo na sifa za kimaumbile za dunia na rasilimali zake. Hutoa ushauri kuhusu masuala kama vile urejeshaji wa ardhi na uchafuzi wa mazingira.,,"mshauri wa mazingira
mhandisi wa jiolojia
msomi wa masomo ya jiolojia ya mazingira
mwanasayansi mtafiti wa masomo ya jiolojia ya mazingira
mchambuzi wa mineralojia
mwanajiolojia wa mazingira
mchambuzi mtafiti wa masomo ya jiolojia ya mazingira
msomi wa jiolojia ya mazingira
mwanajiolojia wa mazingira
mwanasayansi wa jiolojia ya mazingira
mtafiti wa masomo ya jiolojia ya mazingira
mshauri wa jiolojia ya mazingira
mwanamazingira
mchambuzi wa madini
mwanasayansi mtafiti wa jiolojia ya mazingira
mchambuzi wa jiolojia ya mazingira
mtafiti wa jiolojia ya mazingira
mtafiti wa sayansi ya jiolojia ya mazingira
mchambuzi mtafiti wa jiolojia ya mazingira
mchambuzi wa masomo ya jiolojia ya mazingira
mwanamineralojia wa mazingira
mwanasayansi wa masomo ya jiolojia ya mazingira",,"mshauri wa mazingira
mhandisi wa kijiolojia
msomi wa masomo ya jiolojia ya mazingira
mwanasayansi mtafiti wa masomo ya jiolojia ya mazingira
mchambuzi wa madini
mwanajiolojia wa mazingira
mchambuzi mtafiti wa masomo ya jiolojia ya mazingira
msomi wa jiolojia ya mazingira
mwanasayansi wa jiolojia ya mazingira
mtafiti wa masomo ya jiolojia ya mazingira
mshauri wa kijiolojia wa jiolojia ya mazingira
mtaalamu wa mazingira
mwanasayansi mtafiti wa jiolojia ya mazingira
mchambuzi wa jiolojia ya mazingira
mtafiti wa jiolojia ya mazingira
mtafiti wa sayansi ya jiolojia ya mazingira
mchambuzi mtafiti wa jiolojia ya mazingira
mchambuzi wa masomo ya jiolojia ya mazingira
mtaalamu wa madini ya mazingira
mwanasayansi wa masomo ya jiolojia ya mazingira"
687671c1ebd2bf665349e2af,http://data.europa.eu/esco/occupation/f3da16bd-157d-4a48-8a49-33809a8b5d96,wholesale merchant in flowers and plants,mfanyabiashara wa jumla wa maua na mimea,Mfanyabiashara wa Jumla wa Maua na Mimea,,Wholesale merchants in flowers and plants investigate potential wholesale buyers and suppliers and match their needs. They conclude trades involving large quantities of goods.,Wafanyabiashara wa jumla wa maua na mimea huchunguza wanunuzi na wasambazaji wa jumla watarajiwa na kulinganisha mahitaji yao. Wanahitimisha biashara zinazohusisha kiasi kikubwa cha bidhaa.,Wafanyabiashara wa jumla wa maua na mimea huchunguza wanunuzi na wasambazaji watarajiwa wa jumla na kulinganisha mahitaji yao. Huhitimisha biashara zinazohusisha idadi kubwa ya bidhaa.,,"mfanyabiashara wa jumla wa maua na mimea
muuzaji wa jumla wa maua na mimea
mshauri wa mauzo ya biashara kwa biashara wa maua na mimea
muuzaji wa biashara kwa biashara wa maua na mimea
mshauri wa mauzo ya B2B wa maua na mimea
mfanyabiashara wa jumla wa maua na mimea
muuzaji wa jumla wa maua na mimea
mfanyabiashara wa jumla mhitimu wa maua na mimea
mfanyabiashara msaidizi wa jumla wa maua na mimea
mfanyabiashara mwanafunzi wa jumla wa maua na mimea
mnunuzi wa jumla wa maua na mimea
mfanyabiashara mkuu wa jumla wa maua na mimea",,"mfanyabiashara wa jumla wa maua na mimea
mchuuzi wa jumla wa maua na mimea
mshauri wa mauzo ya biashara kwa biashara katika maua na mimea
muuzaji wa biashara kwa biashara katika maua na mimea
mshauri wa mauzo wa B2B katika maua na mimea
mfanyabiashara wa jumla katika maua na mimea
mchuuzi wa jumla katika maua na mimea
mfanyabiashara wa jumla aliyefuzu katika maua na mimea
naibu mfanyabiashara wa jumla katika maua na mimea
mfanyabiashara wa jumla mwanagenzi katika maua na mimea
mnunuzi wa jumla katika maua na mimea
mfanyabiashara mkuu wa jumla wa maua na mimea"
687671c1ebd2bf665349de27,http://data.europa.eu/esco/occupation/fa32eb3f-5c9f-4668-8f85-5eefb3badab8,forestry adviser,mshauri wa misitu,Mshauri wa Misitu,,Forestry advisers provide services and advice on economic and environmental issues related to timber and forestry management in compliance with laws and regulations.,Washauri wa misitu hutoa huduma na ushauri kuhusu masuala ya kiuchumi na kimazingira yanayohusiana na mbao na usimamizi wa misitu kwa kuzingatia sheria na kanuni.,Washauri wa misitu hutoa huduma na ushauri kuhusu masuala ya kiuchumi na kimazingira yanayohusiana na usimamizi wa mbao na misitu kwa kuzingatia sheria na kanuni.,,"meneja wa maeneo ya miti
mshauri wa misitu
mshauri wa misitu
mshauri wa maeneo ya miti
mtaalamu wa ukuzaji miti
mshauri wa misitu
washauri wa misitu",,"meneja wa misitu
mshauri wa misitu
mshauri wa maeneo ya misitu
mtaalamu wa silvikulcha
washauri wa misitu"
687671c1ebd2bf665349e259,http://data.europa.eu/esco/occupation/1084e2d6-b153-4090-8065-c9231f71d4f0,optical technician,fundi wa vifaa vya macho,Fundi wa Optiki,,"Optical technicians assemble, repair and design various parts of eyewear such as lenses, frames, patterns and eyewear. They cut, inspect, mount and polish all parts using various machinery and hand tools. Optical technicians shape, grind and coat lenses for prescription eyewear. They fit completed lenses into eyeglass frames. Optical technicians ensure that lenses conform to the dispensing optician’s, specialised doctor in ophtalmology's or optometrist's prescriptions. They may also work with other associated optical instrumentation and its maintenance.","Mafundi wa vifaa vya macho huunganisha, kukarabati na kubuni sehemu mbalimbali za miwani kama vile lenzi, fremu, na mifumo ya miwani. Wanakata, kukagua, kuweka na kusugua sehemu zote kwa kutumia mitambo mbalimbali na zana za mkono. Mafundi wa vifaa vya macho hutengeneza, kusaga na kuweka tabaka kwenye lenzi za miwani ya matibabu. Wanaweka lenzi zilizokamilika kwenye fremu za miwani. Mafundi wa vifaa vya macho huhakikisha kuwa lenzi zinaendana na maelezo ya mtaalamu wa kutoa miwani, daktari bingwa wa magonjwa ya macho au mtaalamu wa uoni. Wanaweza pia kufanya kazi na vifaa vingine vinavyohusiana na macho na matengenezo yake.","Mafundi wa optiki huunganisha, hukarabati na hubuni sehemu mbalimbali za miwani kama vile lenzi, fremu, ruwaza na miwani. Hukata, hukagua, huweka na kung'arisha sehemu zote wakitumia mashine mbalimbali na zana za mikono. Mafundi wa optiki hutengeneza umbo, husaga na kupaka lenzi kwa ajili ya miwani ya dawa. Huweka lenzi zilizokamilika kwenye fremu za miwani. Mafundi wa optiki huhakikisha kuwa lenzi zinafuata maagizo ya daktari wa miwani, daktari bingwa wa macho au daktari wa optometria. Wanaweza pia kufanya kazi na vyombo vingine vinavyohusiana na optiki na matengenezo yake.",,"Mkamilishaji, lenzi ya optiki
Mkati, kioo cha optiki
Mpasuaji, kioo cha optiki
mtengenezaji wa jicho bandia
mtengenezaji wa jicho la kioo bandia
mtengenezaji wa jicho la plastiki bandia
fundi wa optiki aliyethibitishwa
mtengenezaji wa lenzi za mguso
mkataji wa miwani
muunganishaji wa miwani
mbunifu wa miwani
mkaguzi wa miwani
mtengenezaji wa miwani
mkaguzi wa ubora wa miwani
mkarabati wa miwani
fundi wa miwani
mkaguzi wa lenzi
mtengenezaji wa lenzi
mpachikaji wa lenzi
mng'arishaji wa lenzi
fundi wa lenzi
mkaguzi wa macho
fundi wa maabara ya macho
mwanateknolojia wa maabara ya macho
fundi wa macho
mwanateknolojia wa macho
fundi wa ofthamolojia
opereta wa drili ya optiki
mpakaji wa vipengele vya optiki
fundi wa vyombo vya optiki
mkaguzi wa maabara ya optiki
makanika wa maabara ya optiki
fundi wa uzalishaji wa maabara ya optiki
makanika wa optiki
fundi wa optiki
fundi wa optiki
mfanyakazi wa optiki
fundi wa optometria
fundi mtaalamu wa uzalishaji wa optiki
mtengenezaji wa miwani
fundi wa miwani
fundi katika maabara ya macho
fundi katika uzalishaji wa optiki
fundi katika maabara ya uzalishaji wa optiki
mwanateknolojia katika maabara ya macho",,"Mkamilishaji wa lenzi za macho
Mkataji wa kioo cha macho
Mpasuaji wa kioo cha macho
mtengenezaji wa macho ya bandia
mtengenezaji wa macho ya kioo ya bandia
mtengenezaji wa macho ya plastiki ya bandia
fundi wa vifaa vya macho aliyeidhinishwa
mtengenezaji wa lenzi za mguso
mkataji wa kioo cha jicho
muunganishaji wa miwani
mbunifu wa miwani
mkaguzi wa miwani
mtengenezaji wa miwani
mkaguzi wa ubora wa miwani
fundi wa miwani
mkaguzi wa lenzi
mtengenezaji wa lenzi
mwekaji wa lenzi
msuguaji wa lenzi
fundi wa lenzi
mkaguzi wa macho
fundi wa maabara ya macho
mtaalamu wa teknolojia ya maabara ya macho
fundi wa macho
mtaalamu wa teknolojia ya macho
fundi wa oftalmolojia
waendeshaji wa mashine ya kutoboa vifaa vya macho
mwekaji wa tabaka kwenye vifaa vya macho
fundi wa vifaa vya macho
mkaguzi wa maabara ya vifaa vya macho
makanika wa maabara ya vifaa vya macho
fundi wa uzalishaji wa maabara ya vifaa vya macho
makanika wa vifaa vya macho
mtaalamu wa kiufundi wa vifaa vya macho
mfanyakazi wa vifaa vya macho
fundi wa optometria
fundi mtaalamu wa uzalishaji wa vifaa vya macho
fundi katika maabara ya macho
fundi katika uzalishaji wa vifaa vya macho
fundi katika maabara ya uzalishaji wa vifaa vya macho
mtaalamu wa teknolojia katika maabara ya macho"
