"elmis_title","amharic","sector","sub_sector","professional_formal","subsector_isco4","candidate_pool_size","n_from_nel","n_from_isco_group","stage1_best_score","original_decision","retry_decision","retry_selected_index","retry_selected_label","retry_selected_uri","retry_selected_isco4","retry_pick_source","retry_confidence","retry_rationale","llm_provider","llm_model","raw_response"
"Salsa Instructor","ሳልሳ አስተማሪ","Tourism and art","Music Band","P","2652","14","5","9","0.8133","no_match","no_match","","","","","","high","None of the candidate occupations cover dance instruction; the list focuses on music performance, driving instruction, and sports/fitness instruction.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidate occupations cover dance instruction; the list focuses on music performance, driving instruction, and sports/fitness instruction.""}"
"Sample Collection officer","የናሙና ስብስብ መኮንን","Service","Laboratory test","P","3212","6","5","1","0.8236","no_match","match","6","medical laboratory assistant","http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c","3212","isco_group","high","Candidate 6 is the only option that pertains to the laboratory testing domain and explicitly includes the handling and preparation of specimens/samples.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""high"", ""rationale"": ""Candidate 6 is the only option that pertains to the laboratory testing domain and explicitly includes the handling and preparation of specimens/samples.""}"
"Sanitary drawing draftsman","የንፅህና ስዕል ንድፍ አውጪ","Construction","Plumbing Contractor","P","7126","19","5","14","0.7931","no_match","no_match","","","","","","high","The ELMIS title requires a technical drafter for sanitary/plumbing systems, but the provided drafter candidates are for mechanical or electrical engineering, and the plumbing candidates are for installation/maintenance.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title requires a technical drafter for sanitary/plumbing systems, but the provided drafter candidates are for mechanical or electrical engineering, and the plumbing candidates are for installation/maintenance.""}"
"Sanitary Expert","የንፅህና ባለሙያ","Construction","Plumbing Contractor","P","7126","19","5","14","0.8277","no_match","no_match","","","","","","high","The ELMIS title 'Sanitary Expert' in the construction/plumbing sector refers to a Sanitary Engineer or a high-level professional (Class P) responsible for building sanitation systems; the candidates are either trade-level workers (plumbers, ISCO 7) or unrelated health/food professionals.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title 'Sanitary Expert' in the construction/plumbing sector refers to a Sanitary Engineer or a high-level professional (Class P) responsible for building sanitation systems; the candidates are either trade-level workers (plumbers, ISCO 7) or unrelated health/food professionals.""}"
"Sanitary Foreman","የንፅህና ፎርማን","Construction","Plumbing Contractor","P","7126","19","5","14","0.7744","no_match","no_match","","","","","","high","The ELMIS title indicates a supervisory (Foreman) role in plumbing construction, but none of the candidate occupations combine both the plumbing domain and the supervisory seniority level.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title indicates a supervisory (Foreman) role in plumbing construction, but none of the candidate occupations combine both the plumbing domain and the supervisory seniority level.""}"
"SAQ Team Leader","SAQ ቡድን መሪ","Service","Quality Management Consulting Service","P","2421","11","5","6","0.7573","no_match","match","10","lean manager","http://data.europa.eu/esco/occupation/c9862fdd-53b7-4da9-b742-4302d704836c","2421","isco_group","medium","The ELMIS title 'SAQ Team Leader' in the 'Quality Management Consulting' sub-sector matches best with 'Lean manager' (Candidate 10), as both roles involve leading and coordinating continuous improvement and quality management projects within the professional ISCO 2421 category.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 10, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title 'SAQ Team Leader' in the 'Quality Management Consulting' sub-sector matches best with 'Lean manager' (Candidate 10), as both roles involve leading and coordinating continuous improvement and quality management projects within the professional ISCO 2421 category.""}"
"School Management System Developer/ Agency","የትምህርት ቤት አስተዳደር ስርዓት ገንቢ/ ኤጀንሲ","ICT and digital work","Software Design Development and Implementation Works","U","2512","11","5","6","0.8105","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","The ELMIS title describes a software development role within the ICT sector, making 'software developer' the direct professional match.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a software development role within the ICT sector, making 'software developer' the direct professional match.""}"
"School Research Affiliate Program finder","የትምህርት ቤት ምርምር ተባባሪ ፕሮግራም አግኚ","Service","Research and experimental development work in psychology","U","2634","11","5","6","0.7134","no_match","match","1","educational researcher","http://data.europa.eu/esco/occupation/5a282a39-5346-454a-b1ef-c1217c50e156","2351","nel","medium","The ELMIS title identifies a professional role focused on school-based research initiatives; while 'finder' is a specific term, an Educational Researcher is the closest functional match for someone identifying, developing, and implementing research programs in an educational context.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title identifies a professional role focused on school-based research initiatives; while 'finder' is a specific term, an Educational Researcher is the closest functional match for someone identifying, developing, and implementing research programs in an educational context.""}"
"Scientific Research Writing Trainer","የሳይንሳዊ ምርምር ጽሑፍ አሠልጣኝ","Service","Research and experimental development work in psychology","U","2634","11","5","6","0.7855","no_match","no_match","","","","","","high","None of the candidate occupations describe a trainer or instructor specifically focused on scientific research writing; the candidates are either researchers themselves, literary writers, or psychological practitioners.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidate occupations describe a trainer or instructor specifically focused on scientific research writing; the candidates are either researchers themselves, literary writers, or psychological practitioners.""}"
"Scouts for street marketing campaign","ስካውት ለጎዳና ግብይት ዘመቻ","Service","Advertising","U","2431","23","5","18","0.7635","no_match","match","16","promotion assistant","http://data.europa.eu/esco/occupation/21af40bb-2ae3-4fc7-9b28-d2cdd8308912","2431","isco_group","medium","Promotion assistant is the most appropriate match as it involves researching and providing support for the implementation of promotional efforts and campaigns.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 16, ""confidence"": ""medium"", ""rationale"": ""Promotion assistant is the most appropriate match as it involves researching and providing support for the implementation of promotional efforts and campaigns.""}"
"Scrum master","Scrum ዋና","ICT and digital work","Software Design Development and Implementation Works","U","2512","11","5","6","0.7632","no_match","no_match","","","","","","high","None of the candidates describe the specific agile facilitation role of a Scrum Master; the technical roles are for specific development tasks and the 'master' or 'manager' roles belong to unrelated domains.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates describe the specific agile facilitation role of a Scrum Master; the technical roles are for specific development tasks and the 'master' or 'manager' roles belong to unrelated domains.""}"
"SD Program Implementation Advisor","የኤስዲ ፕሮግራም ትግበራ አማካሪ","Service","Consulting service around social science","P","2632","15","5","10","0.7886","no_match","no_match","","","","","","high","The ELMIS sub-sector is 'social science', which invalidates the software-related candidates (1-5). The remaining candidates (6-15) are specific academic research roles that do not reflect the advisory or program implementation nature of the ELMIS title.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS sub-sector is 'social science', which invalidates the software-related candidates (1-5). The remaining candidates (6-15) are specific academic research roles that do not reflect the advisory or program implementation nature of the ELMIS title.""}"
"Search Engine Evaluator","የፍለጋ ሞተር ገምጋሚ","ICT and digital work","Software Design Development and Implementation Works","U","2512","11","5","6","0.8455","no_match","no_match","","","","","","high","None of the candidates describe the role of a search engine evaluator (quality rating and relevance assessment); the closest terms relate to search engine optimization (marketing) or software development.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates describe the role of a search engine evaluator (quality rating and relevance assessment); the closest terms relate to search engine optimization (marketing) or software development.""}"
"Section Head, IT Risk","ክፍል ኃላፊ, የአይቲ ስጋት","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.6809","no_match","no_match","","","","","","high","None of the candidates represent a management-level position specializing in IT risk or cybersecurity within the ICT sector.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates represent a management-level position specializing in IT risk or cybersecurity within the ICT sector.""}"
"Seed Preparatory Section Operator","የዘር መሰናዶ ክፍል ኦፕሬተር","agriculture","Vegetable, Fruit Production, Seedling and Plant Seeds","P","6113","11","5","6","0.7706","no_match","no_match","","","","","","high","None of the candidates describe the industrial processing of agricultural seeds; Candidate 1 is specific to the malting/brewing industry and the others are either irrelevant machine operators or manual horticultural roles.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates describe the industrial processing of agricultural seeds; Candidate 1 is specific to the malting/brewing industry and the others are either irrelevant machine operators or manual horticultural roles.""}"
"SEED project Monitoring, Evaluation, and Learning (PML) officer","የ SEED ፕሮጀክት ክትትል፣ ግምገማ እና ትምህርት (PML) መኮንን","agriculture","Vegetable, Fruit Production, Seedling and Plant Seeds","P","6113","11","5","6","0.7728","no_match","match","1","project manager","http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5","1219","nel","medium","The Monitoring, Evaluation, and Learning (MEL) officer role is a professional project management function focused on oversight and results tracking, which aligns with the monitoring and reporting responsibilities described for a project manager.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""medium"", ""rationale"": ""The Monitoring, Evaluation, and Learning (MEL) officer role is a professional project management function focused on oversight and results tracking, which aligns with the monitoring and reporting responsibilities described for a project manager.""}"
"Self-Loading Mixer Operator","እራስን የሚጭን ድብልቅ ኦፕሬተር","Manufacturing","Manufacture of concrete, cement and resin products","P","8114","12","5","7","0.7986","no_match","no_match","","","","","","medium","None of the candidates describe the operation of a general concrete mixing plant or vehicle; the provided options are either product-specific (blocks, slate, precast) or belong to the wrong industry (asphalt, chemical, food).","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""medium"", ""rationale"": ""None of the candidates describe the operation of a general concrete mixing plant or vehicle; the provided options are either product-specific (blocks, slate, precast) or belong to the wrong industry (asphalt, chemical, food).""}"
"Senior and Lead Full Stack Engineers","ሲኒየር እና መሪ ሙሉ ቁልል መሐንዲሶች","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.7469","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","Software developer is the standard ESCO equivalent for full stack engineers within the ICT and software development sub-sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""Software developer is the standard ESCO equivalent for full stack engineers within the ICT and software development sub-sector.""}"
"Senior Application Administrator","ከፍተኛ የመተግበሪያ አስተዳዳሪ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.82","no_match","no_match","","","","","","high","None of the candidates capture the specific role of application administration; the IT candidates provided focus on either database management or software development/design.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates capture the specific role of application administration; the IT candidates provided focus on either database management or software development/design.""}"
"Senior Auto Body Man","ሲኒየር የመኪና አካል ሰው","Service","Motor vehicle repair work","P","7231","15","5","10","0.7516","no_match","match","8","coachbuilder","http://data.europa.eu/esco/occupation/5ab842f6-1f75-4d84-bf41-b8a9799347df","7231","isco_group","high","Coachbuilder is the standard ESCO term for someone who works on vehicle bodies and panels, which directly corresponds to 'Auto Body Man' in a repair context.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 8, ""confidence"": ""high"", ""rationale"": ""Coachbuilder is the standard ESCO term for someone who works on vehicle bodies and panels, which directly corresponds to 'Auto Body Man' in a repair context.""}"
"Senior Body Man","ከፍተኛ የሰውነት አካል","Service","Motor vehicle repair work","P","7231","15","5","10","0.7514","no_match","match","8","coachbuilder","http://data.europa.eu/esco/occupation/5ab842f6-1f75-4d84-bf41-b8a9799347df","7231","isco_group","high","A 'Body Man' in the automotive repair sector is a specialist who works on vehicle bodywork and panels, which directly corresponds to the ESCO definition of a coachbuilder.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 8, ""confidence"": ""high"", ""rationale"": ""A 'Body Man' in the automotive repair sector is a specialist who works on vehicle bodywork and panels, which directly corresponds to the ESCO definition of a coachbuilder.""}"
"Senior CCTV Camera Operator and Technician","ሲኒየር CCTV ካሜራ ኦፕሬተር እና ቴክኒሽያን","Service","Security Service","P","5414","15","5","10","0.8426","no_match","no_match","","","","","","high","The ELMIS title combines security monitoring (operator) and technical maintenance (technician) in a security context; however, the provided candidates are either in the wrong domain (media/broadcast) or lack the technical maintenance component (security guards).","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title combines security monitoring (operator) and technical maintenance (technician) in a security context; however, the provided candidates are either in the wrong domain (media/broadcast) or lack the technical maintenance component (security guards).""}"
"Senior Concret Baching plant operator","ሲኒየር ኮንክሪት Baching ተክል ከዋኝ","Manufacturing","Manufacture of concrete, cement and resin products","P","8114","13","5","8","0.843","no_match","match","8","concrete products machine operator","http://data.europa.eu/esco/occupation/86da9311-1f7a-40bb-af65-ed2a7178fcae","8114","isco_group","medium","Candidate 8 is the most relevant match as it involves operating machines for concrete production and participating in the cement mixing process, which aligns with the core duties of a batching plant operator.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 8, ""confidence"": ""medium"", ""rationale"": ""Candidate 8 is the most relevant match as it involves operating machines for concrete production and participating in the cement mixing process, which aligns with the core duties of a batching plant operator.""}"
"Senior Corporate Governance Expert","ከፍተኛ የኮርፖሬት አስተዳደር ኤክስፐርት","Service","Consulting service around social science","P","2632","15","5","10","0.7971","no_match","no_match","","","","","","high","None of the candidates accurately reflect the role of a Corporate Governance Expert; the social science candidates are researchers, while the corporate-focused candidates are specialized in law, risk, or finance rather than general organizational governance.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates accurately reflect the role of a Corporate Governance Expert; the social science candidates are researchers, while the corporate-focused candidates are specialized in law, risk, or finance rather than general organizational governance.""}"
"Senior CPD Advisor/ Specialist","ሲኒየር CPD አማካሪ/እስፔሻሊስት","Service","Consulting service around social science","P","2632","15","5","10","0.7912","no_match","no_match","","","","","","high","CPD (Continuing Professional Development) specialists focus on professional standards and training for existing workers, which is not accurately captured by the provided career guidance, academic advising, or social science research roles.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""CPD (Continuing Professional Development) specialists focus on professional standards and training for existing workers, which is not accurately captured by the provided career guidance, academic advising, or social science research roles.""}"
"Senior Digital Channels Engineer","ሲኒየር ዲጂታል ቻናሎች መሐንዲስ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.8216","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","The role of a digital channels engineer involves developing software-based platforms for service delivery, which aligns directly with the software developer occupation in the specified software design sub-sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""The role of a digital channels engineer involves developing software-based platforms for service delivery, which aligns directly with the software developer occupation in the specified software design sub-sector.""}"
"Senior District Talent Acquisition Officer","ሲኒየር ዲስትሪክት ተሰጥኦ ማግኛ መኮንን","Service","Employment agencies and recruitment agencies","P","3333","6","5","1","0.7871","no_match","match","6","employment agent","http://data.europa.eu/esco/occupation/42a96d07-1e1d-49ae-9399-c1f4be27ddea","3333","isco_group","high","The candidate 'employment agent' directly aligns with the recruitment and job-matching function specified in the sub-sector, matching the core duties of a talent acquisition officer.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""high"", ""rationale"": ""The candidate 'employment agent' directly aligns with the recruitment and job-matching function specified in the sub-sector, matching the core duties of a talent acquisition officer.""}"
"Senior DRM Technical Specialist","ከፍተኛ የ DRM ቴክኒካል ስፔሻሊስት","ICT and digital work","Software Design Development and Implementation Works","U","2512","11","5","6","0.8035","no_match","no_match","","","","","","high","The candidate list contains irrelevant medical roles and generic software roles, none of which capture the specific 'DRM' (likely Digital Rights Management or Disaster Risk Management) specialization of the title.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The candidate list contains irrelevant medical roles and generic software roles, none of which capture the specific 'DRM' (likely Digital Rights Management or Disaster Risk Management) specialization of the title.""}"
"Senior ERP Support Specialist","ሲኒየር ERP ድጋፍ ስፔሻሊስት","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.8097","no_match","no_match","","","","","","high","None of the candidates accurately capture the combination of ERP-specific expertise and the technical support/maintenance function described in the ELMIS title.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates accurately capture the combination of ERP-specific expertise and the technical support/maintenance function described in the ELMIS title.""}"
"Senior Executive - Standardization","ሲኒየር አስፈፃሚ መደበኛነት","Service","Quality Management Consulting Service","U","2421","11","5","6","0.7657","no_match","match","6","business analyst","http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed","2421","isco_group","medium","The ELMIS title identifies a professional-level role in standardization within the quality management sub-sector; the business analyst candidate is the most appropriate match as it specifically includes assessing the need for new standards and certifications.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title identifies a professional-level role in standardization within the quality management sub-sector; the business analyst candidate is the most appropriate match as it specifically includes assessing the need for new standards and certifications.""}"
"Senior Export Machine Operator","ሲኒየር ኤክስፖርት ማሽን ኦፕሬተር","Manufacturing","Manufacturing of cooking oil","P","7514","8","5","3","0.8468","no_match","match","8","oilseed presser","http://data.europa.eu/esco/occupation/303931a2-860a-4f76-83ac-3c190d67287e","7514","isco_group","medium","In the context of cooking oil manufacturing, a machine operator's primary role involves oil extraction; 'oilseed presser' is the most relevant technical match, and 'Export' likely refers to a specific production line or is a common local variation/mistranslation of 'Expeller' (a type of oil press).","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 8, ""confidence"": ""medium"", ""rationale"": ""In the context of cooking oil manufacturing, a machine operator's primary role involves oil extraction; 'oilseed presser' is the most relevant technical match, and 'Export' likely refers to a specific production line or is a common local variation/mistranslation of 'Expeller' (a type of oil press).""}"
"Senior Galileo Agent","ሲኒየር ጋሊልዮ ወኪል","ICT and digital work","Software Design Development and Implementation Works","U","2512","11","5","6","0.782","no_match","no_match","","","","","","high","The title 'Senior Galileo Agent' most likely refers to a travel reservation professional using the Galileo GDS system, which is not represented among the software development or astronomical candidates provided.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The title 'Senior Galileo Agent' most likely refers to a travel reservation professional using the Galileo GDS system, which is not represented among the software development or astronomical candidates provided.""}"
"Senior GIS Technician","ከፍተኛ የጂአይኤስ ቴክኒሻን","Service","Geo-Spatial / Earth Information / Service","P","2165","11","5","6","0.8334","no_match","match","8","geographic information systems specialist","http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa","2165","isco_group","high","The candidate 'geographic information systems specialist' matches the GIS domain and the professional level (ISCO 2165) indicated by the ELMIS 'P' classification.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 8, ""confidence"": ""high"", ""rationale"": ""The candidate 'geographic information systems specialist' matches the GIS domain and the professional level (ISCO 2165) indicated by the ELMIS 'P' classification.""}"
"Senior Golang Backend Engineer","ሲኒየር Golang Backend መሐንዲስ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.7478","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","A Golang Backend Engineer is a specialized software developer responsible for implementing software systems using programming languages.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""A Golang Backend Engineer is a specialized software developer responsible for implementing software systems using programming languages.""}"
"Senior Hardware and Software Officer","ከፍተኛ የሃርድዌር እና የሶፍትዌር ኦፊሰር","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.833","no_match","no_match","","","","","","high","The ELMIS title describes a generalist ICT professional (Senior Hardware and Software Officer), while the candidates are either highly specialized software roles or hardware design engineers, none of which bridge both domains.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a generalist ICT professional (Senior Hardware and Software Officer), while the candidates are either highly specialized software roles or hardware design engineers, none of which bridge both domains.""}"
"Senior Institutional Development Expert.","ከፍተኛ የተቋማዊ ልማት ኤክስፐርት","Service","Consulting service around social science","P","2632","15","5","10","0.8227","no_match","no_match","","","","","","high","None of the candidates accurately reflect 'Institutional Development,' which focuses on organizational capacity and structural reform; the provided options are either sector-specific administrators, regional/community policy officers, or academic social science researchers.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates accurately reflect 'Institutional Development,' which focuses on organizational capacity and structural reform; the provided options are either sector-specific administrators, regional/community policy officers, or academic social science researchers.""}"
"Senior IS Security Officer","ከፍተኛ የአይኤስ ደህንነት ኦፊሰር","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.8417","no_match","no_match","","","","","","high","None of the candidates cover Information Systems (IS) security; the list contains only physical security guards, social security officials, or software developers.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates cover Information Systems (IS) security; the list contains only physical security guards, social security officials, or software developers.""}"
"Senior IT Engineer","ከፍተኛ የአይቲ መሐንዲስ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.8473","no_match","match","8","software architect","http://data.europa.eu/esco/occupation/d0aa0792-4345-474b-9365-686cf4869d2e","2512","isco_group","high","The ELMIS title's seniority and software design sub-sector align best with the responsibilities of a software architect.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 8, ""confidence"": ""high"", ""rationale"": ""The ELMIS title's seniority and software design sub-sector align best with the responsibilities of a software architect.""}"
"Senior IT Facility Engineer","ከፍተኛ የአይቲ ፋሲሊቲ መሐንዲስ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.8423","no_match","no_match","","","","","","high","None of the candidate occupations accurately describe an IT Facility Engineer, which typically involves managing data center infrastructure, physical hardware environments, and power/cooling systems for ICT, whereas the candidates focus on manufacturing engineering or software development.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidate occupations accurately describe an IT Facility Engineer, which typically involves managing data center infrastructure, physical hardware environments, and power/cooling systems for ICT, whereas the candidates focus on manufacturing engineering or software development.""}"
"Senior IT Officer","ከፍተኛ የአይቲ ኦፊሰር","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.8479","no_match","no_match","","","","","","high","The ELMIS title 'Senior IT Officer' is a generalist ICT role (usually ISCO 2511 or 2522), but the candidates provided are either high-level executives (CIO/CTO), specialized developers (Cloud, Blockchain, UI), or security-specific roles, none of which accurately capture the generic professional seniority of an IT Officer within the specified software development sub-sector.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title 'Senior IT Officer' is a generalist ICT role (usually ISCO 2511 or 2522), but the candidates provided are either high-level executives (CIO/CTO), specialized developers (Cloud, Blockchain, UI), or security-specific roles, none of which accurately capture the generic professional seniority of an IT Officer within the specified software development sub-sector.""}"
"Senior IT support personal","ሲኒየር የአይቲ ድጋፍ የግል","ICT and digital work","Information Communication Technology Training Service","P","2356","7","5","2","0.746","no_match","no_match","","","","","","high","The ELMIS title describes a technical IT support role (troubleshooting and maintenance), whereas the available candidates are either focused on teaching/training (ICT trainer, digital literacy teacher) or non-technical support (academic, financial, or emotional support).","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a technical IT support role (troubleshooting and maintenance), whereas the available candidates are either focused on teaching/training (ICT trainer, digital literacy teacher) or non-technical support (academic, financial, or emotional support).""}"
"Senior Javascript Team Leader","ከፍተኛ የጃቫስክሪፕት ቡድን መሪ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.7307","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","The ELMIS title describes a senior/lead role in Javascript development, which falls under the core professional occupation of software developer within the ICT sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a senior/lead role in Javascript development, which falls under the core professional occupation of software developer within the ICT sector.""}"
"Senior Lathe and Milling Machinist","ሲኒየር ላቴ እና ሚሊንግ ማሽን","Manufacturing","Cutters and non-electric tools and accessories Production","P","7222","10","5","5","0.8337","no_match","match","10","tool and die maker","http://data.europa.eu/esco/occupation/ecac98ea-9fc3-4475-9b23-8af94f41603d","7222","isco_group","high","The role of Senior Lathe and Milling Machinist in the tools and accessories sub-sector is most accurately represented by 'tool and die maker', which requires high-level operation of various machine tools to create precision components.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 10, ""confidence"": ""high"", ""rationale"": ""The role of Senior Lathe and Milling Machinist in the tools and accessories sub-sector is most accurately represented by 'tool and die maker', which requires high-level operation of various machine tools to create precision components.""}"
"Senior M&E and Data Manager","ከፍተኛ M&E እና የውሂብ አስተዳዳሪ","Service","Quality Management Consulting Service","P","2421","11","5","6","0.807","no_match","match","9","business intelligence manager","http://data.europa.eu/esco/occupation/207d7b18-6540-432e-8aa6-785ed434572f","2421","isco_group","medium","The Senior M&E and Data Manager role, especially within Quality Management Consulting, aligns well with Business Intelligence Manager (ISCO 2421) as it involves high-level analysis of organizational performance data to improve processes and outcomes.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""medium"", ""rationale"": ""The Senior M&E and Data Manager role, especially within Quality Management Consulting, aligns well with Business Intelligence Manager (ISCO 2421) as it involves high-level analysis of organizational performance data to improve processes and outcomes.""}"
"Senior M&E Specialist","ከፍተኛ M&E ስፔሻሊስት","Service","Quality Management Consulting Service","P","2421","11","5","6","0.7537","no_match","match","6","business analyst","http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed","2421","isco_group","medium","The role of an M&E Specialist aligns with the analytical and assessment functions of a Business Analyst within the Management and Organisation Analysts (ISCO 2421) category.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""medium"", ""rationale"": ""The role of an M&E Specialist aligns with the analytical and assessment functions of a Business Analyst within the Management and Organisation Analysts (ISCO 2421) category.""}"
